Teen Gohan (SSJ1),Explosive Wave,1,Barrier,Repels opponent for 3 seconds.,Full Power,3,Max Power,"Enters Max Power Mode. However, you get Ki -1 until you charge to full power."
Teen Gohan (SSJ2),Explosive Wave,1,Barrier,Repels opponent for 3 seconds.,Unforgivable,3,Max Power,"Atk & Super +.6, Def & Ki +.2 and enters Max Power Mode. Get Ki -1 until you Fully Charge"
Tien,Solar Flare,2,Stun,"Project a flash of light in front of you stunning your opponent for 3 seconds, and breaking target locks.",Wild Sense,2,Evasion,the next melee or super is dodged and gives a free smash attack if in melee range
Trunks,Explosive Wave,1,Barrier,Repels opponent for 3 seconds.,Wild Sense,2,Evasion,the next melee or super is dodged and gives a free smash attack if in melee range
Trunks (SSJ1),Explosive Wave,1,Barrier,Repels opponent for 3 seconds.,Finish Sign,2,Stat Boost,"Grants Attack +.8 & Super +2.Stacks once (for a total of 2), and Lasts until next Super"
Trunks (SSJ2),Explosive Wave,1,Barrier,Repels opponent for 3 seconds.,Inexperienced Power Up,3,Max Power,"Grants Attack +1, and enters Max Power Mode. However, you get Ki -1 until you charge to full power."
Turles,Explosive Wave,1,Barrier,Repels opponent for 3 seconds.,Fruit of the Tree of Might,2,Stat Boost,"Grants Attack, Defense, Super & Ki +.6, and gain 2 bars of Ki. Stackable, and lasts until next Super"
Turles (Giant Ape),Explosive Wave,1,Barrier,Repels opponent for 3 seconds.,Howl,3,Max Power,"Grants Attack +1,  Def -1, and enters Max Power Mode. However, you get Ki -1 until you charge to full power."
Ultimate Gohan,Wild Sense,2,Evasion,the next melee or super is dodged and gives a free smash attack if in melee range,Power up to the very limit,3,Max Power,"Atk & Super +1, Def +1 v. Super/Smashes and enters Max Power Mode. Get Ki -1 until you Fully Charge"
Uub,Wild Sense,2,Evasion,the next melee or super is dodged and gives a free smash attack if in melee range,Power up to the very limit,3,Max Power,"Atk & Super +1, Def +1 v. Super/Smashes and enters Max Power Mode. Get Ki -1 until you Fully Charge"
Vegeta SSJ4,Explosive Wave,1,Barrier,Repels opponent for 3 seconds.,Finish Sign,2,Stat Boost,"Grants Attack +.8 & Super +2.Stacks once (for a total of 2), and Lasts until next Super"
Vegito,Explosive Wave,1,Barrier,Repels opponent for 3 seconds.,Hi-Tension,2,Stat Boost,"Grants Attack +.4 & Ki +1.4, and gain 2 bars of Ki. Stackable, and lasts until next Super"
Vegito (SSJ1),Afterimage Strike,3,Evasion,"the next melee or super is dodged, but you get Ki -2 until you charge to full power.",Finish Sign,2,Stat Boost,"Grants Attack +.8 & Super +2.Stacks once (for a total of 2), and Lasts until next Super"
Videl,Afterimage Strike,3,Evasion,"the next melee or super is dodged, but you get Ki -2 until you charge to full power.",Super Unyielding Spirit,3,Max Power,"Grants Attack +1 and enters Max Power Mode. However, you get Ki -1 until you charge to full power."
Yajirobe,Super Unyielding Spirit,3,Max Power,"Grants Attack +1 and enters Max Power Mode. However, you get Ki -1 until you charge to full power.",Senzu,5,Healing,Regain all of your HP (disabled)
Yamcha,Afterimage,2,Evasion,"Each use grants a charge that evades melee, Supers, and even the MAX power mode knockback. Stackable.",Power up to the very limit,3,Max Power,"Atk & Super +1, Def +1 v. Super/Smashes and enters Max Power Mode. Get Ki -1 until you Fully Charge"
Zangya,Psycho Thread,1,Stun,Launch a cone of energy in front of you stunning your opponent for 5 seconds.,Wild Sense,2,Evasion,the next melee or super is dodged and gives a free smash attack if in melee range
Zarbon,Wild Sense,2,Evasion,the next melee or super is dodged and gives a free smash attack if in melee range,Full Power,3,Max Power,"Enters Max Power Mode. However, you get Ki -1 until you charge to full power."
Zarbon (Transformed),False Courage,2,Stat Boost,"Grants Def +1 against supers, and gives you brick wall for 10 seconds.",Hi-Tension,2,Stat Boost,"Grants Attack +.4 & Ki +1.4, and gain 2 bars of Ki. Stackable, and lasts until next Super"
Android 21,Solar Flare,2,Stun,"Project a flash of light in front of you stunning your opponent for 3 seconds, and breaking target locks.",Chocolate Delight,2,Stat Boost,Gain +.6 to all stats for 30 seconds. Also gain full ki.
